Step,Mean_train_loss,Train_accuracy,Mean_test_loss,Test_accuracy
1,76.90055084228516,0.15192344784736633,6.838389873504639,0.35027363896369934
2,61.093719482421875,0.44639718532562256,72.90312194824219,0.5246286392211914
3,8.272703170776367,0.18648701906204224,51.140045166015625,0.5113369822502136
4,5.514941215515137,0.3319664001464844,8.027641296386719,0.43940579891204834
5,5.231317520141602,0.3704354763031006,10.31800365447998,0.4800625443458557
6,4.792992115020752,0.3923061788082123,12.909453392028809,0.47771695256233215
7,4.61170768737793,0.37063074111938477,7.881043434143066,0.14933541417121887
8,3.895235776901245,0.49873071908950806,6.0504374504089355,0.026583267375826836
9,3.4185149669647217,0.44717827439308167,7.380192756652832,0.5113369822502136
10,3.343634843826294,0.4887717366218567,22.412433624267578,0.5660672187805176
11,3.1679675579071045,0.45772311091423035,9.349111557006836,0.5066457986831665
12,3.0142157077789307,0.5411052703857422,17.03709602355957,0.5504299998283386
13,3.0269367694854736,0.47881272435188293,6.443338871002197,0.523064911365509
14,2.6003944873809814,0.5664909482002258,9.569625854492188,0.5535574555397034
15,2.455170154571533,0.5817223191261292,20.294233322143555,0.5293197631835938
16,2.4593164920806885,0.5539933443069458,14.741978645324707,0.5707584023475647
17,2.299356698989868,0.6106229424476624,7.100815773010254,0.5199374556541443
18,2.052032232284546,0.6414762735366821,8.734519004821777,0.5496481657028198
19,1.929793357849121,0.672720193862915,10.350980758666992,0.4214229881763458
20,1.826948642730713,0.6916617751121521,9.195672035217285,0.5746676921844482
21,1.8127185106277466,0.6801406145095825,11.23000431060791,0.5645034909248352
22,1.4971930980682373,0.7547354102134705,10.98414421081543,0.45113369822502136
23,1.4387242794036865,0.7418472766876221,11.742424964904785,0.5652853846549988
24,1.4095574617385864,0.7814880013465881,14.304230690002441,0.548866331577301
25,1.4078770875930786,0.7527826428413391,6.625117778778076,0.5207192897796631
26,1.2150330543518066,0.8051161766052246,8.409490585327148,0.3792025148868561
27,1.0555236339569092,0.8295254707336426,9.509765625,0.502736508846283
28,1.0196341276168823,0.8107791543006897,5.729053974151611,0.6020328402519226
29,0.8696370124816895,0.8572544455528259,6.183447360992432,0.4691165089607239
30,0.7692477107048035,0.8808826208114624,7.3020710945129395,0.6145426034927368
31,0.6469475626945496,0.8945518732070923,9.04214859008789,0.5465207099914551
32,0.7056449055671692,0.8863503336906433,9.597917556762695,0.6153244972229004
33,0.5800068974494934,0.9086115956306458,8.599396705627441,0.6379984617233276
34,0.5938743948936462,0.8994337320327759,11.19663143157959,0.6387802958488464
35,0.4766366481781006,0.9316539764404297,10.551251411437988,0.5996872782707214
36,0.4415515661239624,0.9343878030776978,12.60463809967041,0.4151681065559387
37,0.4428845942020416,0.9205233454704285,12.92938232421875,0.6379984617233276
38,0.3465389907360077,0.9461042881011963,13.523087501525879,0.6223612427711487
39,0.3549267649650574,0.947080671787262,22.51344108581543,0.5996872782707214
40,0.26473572850227356,0.9683655500411987,14.440205574035645,0.6442533135414124
41,0.26485952734947205,0.9671939015388489,8.935532569885254,0.5215011835098267
42,0.28534069657325745,0.9621167778968811,20.639429092407227,0.5910868048667908
43,0.24050873517990112,0.9648506045341492,21.93010902404785,0.4941360354423523
44,0.22189100086688995,0.9658269882202148,19.683992385864258,0.4182955324649811
45,0.3041156530380249,0.9582113027572632,36.53032684326172,0.268178254365921
46,0.446812242269516,0.9449326395988464,15.498393058776855,0.3987490236759186
47,0.2935117483139038,0.9587970972061157,15.062233924865723,0.5097732543945312
48,0.21495762467384338,0.9769576191902161,11.31664752960205,0.6450352072715759
49,0.15697957575321198,0.9785197973251343,13.574482917785645,0.48944488167762756
50,0.18482396006584167,0.971294641494751,16.557424545288086,0.43940579891204834
